vendorKey,company,website,domain,primaryType,genericEmails,allEmails,phoneNumbers,linkedinUrls,contactPageUrls,titleSnippets,confidence,pagesScannedCount,bestFor,recommendedRole
soc:1:CapMon,CapMon,https://capmon.dk,capmon.dk,SOC,salg@capmon.dk | support@capmon.dk,salg@capmon.dk | finans@capmon.dk | support@capmon.dk,44 85 50 60 | +45 4485 5065 | +45 4485 5064 | +45 4485 5068 | +4544855065 | +4544855064 | +4544855061,https://www.linkedin.com/company/capmon-a-s,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:2:itm8,itm8,https://itm8.dk,itm8.dk,SOC,,information@itm8.com,+45 6916 0004 | +4569160004,https://www.linkedin.com/company/itm8danmark | https://www.linkedin.com/company/itm8dk/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:3:Truesec MDR,Truesec MDR,https://www.truesec.com,truesec.com,SOC,hello@truesec.com,hello@truesec.com,2025-53521 | +46 8 10 00 10 | 45 32 24 00 70 | 13-15 8200 | +468100010 | +45 32 24 00 70 | +4532240070,https://www.linkedin.com/company/truesec/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:4:Atea Danmark,Atea Danmark,https://www.atea.dk,atea.dk,SOC,,,7025 2550 | +4570252550,https://www.linkedin.com/company/3121259?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_3121259%2Cidx%3A0,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:5:Conscia Danmark,Conscia Danmark,https://conscia.com/dk,conscia.com,SOC,,,+45 70207780,https://www.linkedin.com/company/conscia-danmark-as/,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:6:CSIS Security Group,CSIS Security Group,https://www.csis.com,csis.com,SOC,contact@csis.com | info@csis.com,contact@csis.com | info@csis.com,+45 88 13 60 30,https://www.linkedin.com/company/csis-security-group/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:7:Dubex,Dubex,https://dubex.dk,dubex.dk,SOC,,,,,,,none,0,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:8:Logpoint,Logpoint,https://logpoint.com,logpoint.com,SOC,,,,https://www.linkedin.com/company/guardsix,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:9:mnemonic MDR,mnemonic MDR,https://www.mnemonic.io,mnemonic.io,SOC,,,+47 23 20 47 00 | +46 8 444 8990 | +45 33 22 02 02 | +31 30 899 40 19 | +44 203 973 0036 | +1 650 241 4550 | +4723204700 | +31308994019 | +442039730036 | +16502414550,https://www.linkedin.com/company/mnemonic,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:10:NetNordic Denmark,NetNordic Denmark,https://netnordicdenmark.dk,netnordicdenmark.dk,SOC,,sales.dk@netnordic.com,+45 4331 4000,https://www.linkedin.com/company/netnordicdanmark/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:11:NNIT,NNIT,https://www.nnit.com,nnit.com,SOC,,nnitcontact@nnit.com,45 7024 4242 | 45 4437 1001 | 2109 31 06,https://www.linkedin.com/company/nnit/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:12:Orange Cyberdefense Denmark,Orange Cyberdefense Denmark,https://orangecyberdefense.com/dk,orangecyberdefense.com,SOC,,,,,,,none,0,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:13:Palo Alto Networks Unit 42 Managed Services,Palo Alto Networks Unit 42 Managed Services,https://unit42.paloaltonetworks.com,unit42.paloaltonetworks.com,SOC,,mops@paloaltonetworks.com,2025-55182 | 2026-1731 | 2026-1281 | 2026-1340 | 2025 2025,https://www.linkedin.com/company/palo-alto-networks,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:14:2Secure Detection & Response,2Secure Detection & Response,https://2secure.se,2secure.se,SOC,info@2secure.se | info@2secure.see,info@2secure.se | info@2secure.see,34037 100 26 | +46 8 656 50 00 | 10.00-12.00 | +46(0)8 656 50 00 | +4686565000 | +468 656 50 00,https://www.linkedin.com/company/2secure-ab/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:15:Accenture Managed Detection & Response,Accenture Managed Detection & Response,https://www.accenture.com/dk-en,accenture.com,SOC,,,0 0 107 118 | 107 74.4053 | 69.1887 59 | 8.16667 15 | 10.8333 10 | 13.1667 10 | 184.51218,"https://www.linkedin.com/company/accenture-denmark-finland-norway-sweden/ | https://www.linkedin.com/company/accenture&#34;,&#34;analytics-engagement&#34;:&#34;false&#34;,&#34;analytics-link-type&#34;:&#34;nav/paginate&#34;,&#34;analytics-link-name&#34;:&#34;linkedin&#34;,&#34;analytics-module-name&#34;:&#34;top | https://www.linkedin.com/company/accenture",,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:16:Arctic Wolf,Arctic Wolf,https://arcticwolf.com,arcticwolf.com,SOC,,,2026-35616 | 2026-2699 | 2026-2701,https://www.linkedin.com/company/arctic-wolf-networks,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:17:Eviden Managed Detection & Response,Eviden Managed Detection & Response,https://eviden.com,eviden.com,SOC,,pierre-yves.jolivet@eviden.com | boghos.boghossian@eviden.com | bernard.payer@eviden.com | yann.vincent@eviden.com,+33 1 73 26 00 00 | +33173260000,https://www.linkedin.com/company/eviden,https://eviden.com/contact-us/ | https://eviden.com/about-us/,,high,3,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:18:Sentia Denmark SOC Services,Sentia Denmark SOC Services,https://www.sentia.com,sentia.com,SOC,,,45) 33 36 63 00,,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, med styrke indenfor endpoint-, cloud- eller XDR-baseret overvågning, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:19:WithSecure Detection & Response,WithSecure Detection & Response,https://www.withsecure.com,withsecure.com,SOC,,,,https://www.linkedin.com/company/withsecure/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, med styrke indenfor endpoint-, cloud- eller XDR-baseret overvågning, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:20:Capgemini SOC & Monitoring,Capgemini SOC & Monitoring,https://www.capgemini.com,capgemini.com,SOC,,,,https://www.linkedin.com/company/capgemini,,IT Morocco | IT Morocco,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:21:CrowdStrike Falcon Complete,CrowdStrike Falcon Complete,https://www.crowdstrike.com,crowdstrike.com,SOC,,,888) 512-8906 | 1-888-512-8906,https://www.linkedin.com/company/crowdstrike,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, med styrke indenfor endpoint-, cloud- eller XDR-baseret overvågning, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:22:Darktrace Managed Detection & Response,Darktrace Managed Detection & Response,https://www.darktrace.com,darktrace.com,SOC,,,,https://www.linkedin.com/company/darktrace/ | https://www.linkedin.com/company/darktrace/?originalSubdomain=uk,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:23:NTT DATA Managed Security Services,NTT DATA Managed Security Services,https://www.nttdata.com,nttdata.com,SOC,,,,https://www.linkedin.com/company/ntt-data/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:24:Rapid7 Managed Detection & Response,Rapid7 Managed Detection & Response,https://www.rapid7.com,rapid7.com,SOC,,,+1-866-390-8113,https://www.linkedin.com/company/rapid7/\ | https://www.linkedin.com/company/39624 | https://www.linkedin.com/company/rapid7/\\\ | https://www.linkedin.com/company/39624\,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:25:Sopra Steria SOC Services,Sopra Steria SOC Services,https://www.soprasteria.com,soprasteria.com,SOC,,,,https://www.linkedin.com/company/soprasteria,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:26:Tietoevry Managed Detection & Response,Tietoevry Managed Detection & Response,https://www.tietoevry.com,tietoevry.com,SOC,,,,https://www.linkedin.com/company/tieto/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:27:Fujitsu Denmark SOC Services,Fujitsu Denmark SOC Services,https://www.fujitsu.com/dk,fujitsu.com,SOC,,,2021 - 2026,https://www.linkedin.com/company/fujitsu,,Your Sustainability Transformation Partner,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:28:Microsoft Security Experts,Microsoft Security Experts,https://www.microsoft.com/da-dk/security/business/services/microsoft-security-experts,microsoft.com,SOC,,,,,,,none,0,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:29:Sophos MDR,Sophos MDR,https://www.sophos.com,sophos.com,SOC,,globaltraining@sophos.com,,,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:30:Wipro Cyber Defense Center,Wipro Cyber Defense Center,https://www.wipro.com,wipro.com,SOC,,,,https://www.linkedin.com/company/wipro,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:31:Aeven,Aeven,https://aeven.io,aeven.io,SOC,,,,,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:32:GlobalConnect,GlobalConnect,https://globalconnect.dk,globalconnect.dk,SOC,,,+45 77303000 | +4577303000,https://www.linkedin.com/company/globalconnect-a-s | https://www.linkedin.com/company/globalconnect-a-s/,,,medium,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:33:IBM Danmark,IBM Danmark,https://www.ibm.com/dk-da,ibm.com,SOC,,xxx@ccc.com,,"https://www.linkedin.com/company/ibm] | https://www.linkedin.com/company/ibm&#34;},{&#34;title&#34;:&#34;X&#34;,&#34;url&#34;:&#34;https://www.twitter.com/ibm&#34;},{&#34;title&#34;:&#34;Instagram&#34;,&#34;url&#34;:&#34;https://www.instagram.com/ibm&#34;},{&#34;title&#34;:&#34;YouTube&#34;,&#34;url&#34;:&#34;https://www.youtube.com/@IBM&#34;},{&#34;title&#34;:&#34;Podcasts&#34;,&#34;url&#34;:&#34;https://www.ibm.com/think/podcasts&#34;}]},{&#34;title&#34;:&#34;Connect&#34;,&#34;links&#34;:[{&#34;title&#34;:&#34;Business",,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:34:Improsec,Improsec,https://improsec.com,improsec.com,SOC,,information@itm8.com,+45 9195 9595 | +45 6916 0004 | +4591959595,https://www.linkedin.com/company/itm8dk/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:35:Keepit,Keepit,https://www.keepit.com,keepit.com,SOC,sales@keepit.com | business@support.keepit.com,sales@keepit.com | business@support.keepit.com | partners@support.keepit.com | press@keepit.com | partner@keepit.com,+45 8987 7792,https://in.linkedin.com/company/keepit-a-s | https://www.linkedin.com/company/keepit-a-s/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:36:Kyndryl Denmark,Kyndryl Denmark,https://www.kyndryl.com/dk/da,kyndryl.com,SOC,,,,"https://www.linkedin.com/company/kyndryl/\&#34;,\&#34;iconPath\&#34;:\&#34;/content/dam/kyndrylprogram/en/global/social/linkedin-dark.svg\&#34;},{\&#34;type\&#34;:\&#34;twitter\&#34;,\&#34;mainLink\&#34;:\&#34;https://twitter.com/kyndryl\&#34;,\&#34;iconPath\&#34;:\&#34;/content/dam/kyndrylprogram/en/global/social/twitter-dark.svg\&#34;}]&#34;}} | https://www.linkedin.com/company/kyndryl/",,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:37:Muninn,Muninn,https://www.muninn.ai,muninn.ai,SOC,,,,https://www.linkedin.com/company/guardsix,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:38:Omada,Omada,https://omadaidentity.com,omadaidentity.com,SOC,,,,https://www.linkedin.com/company/omada-as | https://www.linkedin.com/company/omada-as/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:39:Proact Denmark,Proact Denmark,https://www.proact.dk,proact.dk,SOC,info@proact.eu | info@proact.se | info@proact.de | info@proact.dk | info@proact.ee | info@proact.fi | info@proact.lt | info@proact.nl,info@proact.eu | info@proact.se | info@proact.de | info@proact.dk | info@proact.ee | info@proact.fi | info@proact.lt | info@proact.nl | cz.info@proact.eu | firmapost@proact.no,+46 8 410 666 00 | 556494-3446 | +46 (0)8 410 666 00 | +420 596 111 933 | +32 2 725 45 18 | +49 911 30999 0 | +4570101132 | +372 663 0900 | 17-19 00510 | +3580207919200 | +37052526140 | +371 (6)7 819 444 | +31 30 30 33 200 | +47 22 89 23 89 | +358 207 919200 | +460841066600 | +420596111933 | +3227254518 | +49911309990 | +3726630900 | +37167819444 | +31303033200 | +4722892389 | +358207919200,https://www.linkedin.com/company/proact | https://www.linkedin.com/company/9459 | https://www.linkedin.com/company/proact/,,,high,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:40:Secomea,Secomea,https://www.secomea.com,secomea.com,SOC,,,,https://www.linkedin.com/company/secomea/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:41:TDC Erhverv,TDC Erhverv,https://tdc.dk/erhverv,tdc.dk,SOC,,,,https://www.linkedin.com/company/tdcerhverv/,,,low,1,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:42:Trifork Security,Trifork Security,https://triforksecurity.com,triforksecurity.com,SOC,,,,,,,none,0,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
soc:43:Unit IT,Unit IT,https://www.unitit.dk,unitit.dk,SOC,,,,,,,none,0,"SOC-, logging- og monitoreringskapacitet med fokus på detektion, MDR, incident response og løbende sikkerhedsdrift, til virksomheder der ønsker mere kontinuerlig sikkerhedsdrift, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når logging, monitorering, detektion, MDR eller incident response skal professionaliseres eller drives mere kontinuerligt."
audit:1:BDO Denmark,BDO Denmark,https://www.bdo.dk,bdo.dk,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:2:Beierholm,Beierholm,https://www.beierholm.dk,beierholm.dk,Audit,info@beierholm.dk,info@beierholm.dk,+45 98 18 72 00 | +45 96 34 79 30 | 32 89 54 68,https://www.linkedin.com/company/beierholm,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:3:Bureau Veritas Denmark,Bureau Veritas Denmark,https://www.bureauveritas.dk,bureauveritas.dk,Audit,,,2019-2024,https://www.linkedin.com/company/bureau-veritas-group/,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, inklusive certificerings- eller vurderingsforløb, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:4:DNV Business Assurance Denmark,DNV Business Assurance Denmark,https://www.dnv.dk,dnv.dk,Audit,,,45 39 45 48 00 | 45 99 33 17 00 | 45 3945 4800,,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:5:Grant Thornton Denmark,Grant Thornton Denmark,https://www.grantthornton.dk,grantthornton.dk,Audit,,nogen@eksempel.com | address@eksempel.com | replytoaddress@example.com,,https://www.linkedin.com/company/grant-thornton-denmark,,,high,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:6:Inforevision,Inforevision,https://inforevision.dk,inforevision.dk,Audit,,,+45 21 71 99 68 | +45 39 53 50 20 | +45 39 53 50 06 | +45 29 33 72 12 | +45 21 71 90 11 | +45 21 41 60 70 | +45 26 27 82 48 | +45 40 73 99 63 | +45 24 21 15 71 | +45 40 74 36 52 | +45 21 71 99 14 | +45 61 60 28 60 | +45 25 47 00 35 | +45 21 71 99 80 | +45 21 71 99 53 | +45 21 71 99 56 | +45 39 53 50 26 | +45 21 71 99 08 | +45 21 71 99 40 | +45 21 71 99 25 | +45 39 53 50 00 | +4539535000,https://dk.linkedin.com/company/info-revision,,,medium,1,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
audit:7:PwC Denmark,PwC Denmark,https://www.pwc.dk,pwc.dk,Audit,,,,,,,none,0,"Uafhængig assurance, review og modenhedsvurderinger af NIS2-relaterede kontroller, med fokus på dokumentation og leverandørkrav, primært til mellemstore og større organisationer","Brug denne profil når virksomheden har brug for uafhængig validering, review, assurance, certificeringsforløb eller dokumentation til ledelse, kunder og partnere."
